"national_number","gen","english_name","japanese_name","primary_type","secondary_type","classification","percent_male","percent_female","height_m","weight_kg","capture_rate","hp","attack","defense","sp_attack","sp_defense","speed","abilities_1","abilities_2","hidden_ability","description","tier"
714,6,"Noibat","オンバット (Onbat)","Flying","Dragon","Sound Wave Pokémon","50%","50%",0.5,8,190,40,30,35,45,40,55,"Frisk","Infiltrator","Telepathy",NA,"LC"
715,6,"Noivern","オンバーン (Onvern)","Flying","Dragon","Sound Wave Pokémon","50%","50%",1.5,85,45,85,70,80,97,80,123,"Frisk","Infiltrator","Telepathy",NA,"RU"
716,6,"Xerneas","ゼルネアス (Xerneas)","Fairy",NA,"Life Pokémon","","",3,215,45,126,131,95,131,98,99,"Fairy Aura",NA,NA,NA,"National Dex"
717,6,"Yveltal","イベルタル (Yveltal)","Dark","Flying","Destruction Pokémon","","",5.8,203,45,126,131,95,131,98,99,"Dark Aura",NA,NA,NA,"National Dex"
718,6,"Zygarde","ジガルデ (Zygarde)","Dragon","Ground","Order Pokémon","","",5,305,3,108,100,121,81,95,95,"Aura Break","Power Construct",NA,NA,"National Dex"
719,6,"Diancie","ディアンシー (Diancie)","Rock","Fairy","Jewel Pokémon","","",0.7,8.8,3,50,100,150,100,150,50,"Clear Body",NA,NA,NA,"RU"
720,6,"Hoopa","フーパ (Hoopa)","Psychic","Ghost","Mischief Pokémon","","",0.5,9,3,80,110,60,150,130,70,"Magician",NA,NA,NA,"PU"
721,6,"Volcanion","ボルケニオン (Volcanion)","Fire","Water","Steam Pokémon","","",1.7,195,3,80,110,120,130,90,70,"Water Absorb",NA,NA,NA,"RUBL"
722,7,"Rowlet","モクロー (Mokuroh)","Grass","Flying","Grass Quill Pokémon","87.5%","12.5%",0.3,1.5,45,68,55,55,50,50,42,"Overgrow",NA,"Long Reach",NA,"LC"
723,7,"Dartrix","フクスロー (Fukuthrow)","Grass","Flying","Blade Quill Pokémon","87.5%","12.5%",0.7,16,45,78,75,75,70,70,52,"Overgrow",NA,"Long Reach",NA,"NFE"
724,7,"Decidueye","ジュナイパー (Junaiper)","Grass","Ghost","Arrow Quill Pokémon","87.5%","12.5%",1.6,36.6,45,78,107,75,100,100,70,"Overgrow",NA,"Long Reach",NA,"NU"
725,7,"Litten","ニャビー (Nyabby)","Fire",NA,"Fire Cat Pokémon","87.5%","12.5%",0.4,4.3,45,45,65,40,60,40,70,"Blaze",NA,"Intimidate",NA,"LC"
726,7,"Torracat","ニャヒート (Nyaheat)","Fire",NA,"Fire Cat Pokémon","87.5%","12.5%",0.7,25,45,65,85,50,80,50,90,"Blaze",NA,"Intimidate",NA,"NFE"
727,7,"Incineroar","ガオガエン (Gaogaen)","Fire","Dark","Heel Pokémon","87.5%","12.5%",1.8,83,45,95,115,90,80,90,60,"Blaze",NA,"Intimidate",NA,"NU"
728,7,"Popplio","アシマリ (Ashimari)","Water",NA,"Sea Lion Pokémon","87.5%","12.5%",0.4,7.5,45,50,54,54,66,56,40,"Torrent",NA,"Liquid Voice",NA,"LC"
729,7,"Brionne","オシャマリ (Osyamari)","Water",NA,"Pop Star Pokémon","87.5%","12.5%",0.6,17.5,45,60,69,69,91,81,50,"Torrent",NA,"Liquid Voice",NA,"NFE"
730,7,"Primarina","アシレーヌ (Ashirene)","Water","Fairy","Soloist Pokémon","87.5%","12.5%",1.8,44,45,80,74,74,126,116,60,"Torrent",NA,"Liquid Voice",NA,"OU"
731,7,"Pikipek","ツツケラ (Tsutsukera)","Normal","Flying","Woodpecker Pokémon","50%","50%",0.3,1.2,255,35,75,30,30,30,65,"Keen Eye","Skill Link","Pickup",NA,"LC"
732,7,"Trumbeak","ケララッパ (Kerarappa)","Normal","Flying","Bugle Beak Pokémon","50%","50%",0.6,14.8,120,55,85,50,40,50,75,"Keen Eye","Skill Link","Pickup",NA,"NFE"
733,7,"Toucannon","ドデカバシ (Dodekabashi)","Normal","Flying","Cannon Pokémon","50%","50%",1.1,26,45,80,120,75,75,75,60,"Keen Eye","Skill Link","Sheer Force",NA,"ZU"
734,7,"Yungoos","ヤングース (Youngoose)","Normal",NA,"Loitering Pokémon","50%","50%",0.4,6,255,48,70,30,30,30,45,"Strong Jaw","Stakeout","Adaptability",NA,"LC"
735,7,"Gumshoos","デカグース (Dekagoose)","Normal",NA,"Stakeout Pokémon","50%","50%",0.7,14.2,127,88,110,60,55,60,45,"Strong Jaw","Stakeout","Adaptability",NA,"ZU"
736,7,"Grubbin","アゴジムシ (Agojimushi)","Bug",NA,"Larva Pokémon","50%","50%",0.4,4.4,255,47,62,45,55,45,46,"Swarm",NA,NA,NA,"LC"
737,7,"Charjabug","デンヂムシ (Dendimushi)","Bug","Electric","Battery Pokémon","50%","50%",0.5,10.5,120,57,82,95,55,75,36,"Battery",NA,NA,NA,"NFE"
738,7,"Vikavolt","クワガノン (Kuwagannon)","Bug","Electric","Stag Beetle Pokémon","50%","50%",1.5,45,45,77,70,90,145,75,43,"Levitate",NA,NA,NA,"ZU"
739,7,"Crabrawler","マケンカニ (Makenkani)","Fighting",NA,"Boxing Pokémon","50%","50%",0.6,7,225,47,82,57,42,47,63,"Hyper Cutter","Iron Fist","Anger Point",NA,"LC"
740,7,"Crabominable","ケケンカニ (Kekenkani)","Fighting","Ice","Woolly Crab Pokémon","50%","50%",1.7,180,60,97,132,77,62,67,43,"Hyper Cutter","Iron Fist","Anger Point",NA,"ZU"
741,7,"Oricorio","オドリドリ (Odoridori)","Fire","Flying","Dancing Pokémon","25%","75%",0.6,3.4,45,75,70,70,98,70,93,"Dancer",NA,NA,NA,"ZU"
742,7,"Cutiefly","アブリー (Abuly)","Bug","Fairy","Bee Fly Pokémon","50%","50%",0.1,0.2,190,40,45,40,55,40,84,"Honey Gather","Shield Dust","Sweet Veil",NA,"NFE"
743,7,"Ribombee","アブリボン (Aburibbon)","Bug","Fairy","Bee Fly Pokémon","50%","50%",0.2,0.5,75,60,55,60,95,70,124,"Honey Gather","Shield Dust","Sweet Veil",NA,"NU"
744,7,"Rockruff","イワンコ (Iwanko)","Rock",NA,"Puppy Pokémon","50%","50%",0.5,9.2,190,45,65,40,30,40,60,"Keen Eye","Vital Spirit","Steadfast",NA,"LC"
745,7,"Lycanroc","ルガルガン (Lugarugan)","Rock",NA,"Wolf Pokémon","50%","50%",0.8,25,90,75,115,65,55,65,112,"Keen Eye","Sand Rush","Steadfast",NA,"ZU"
746,7,"Wishiwashi","ヨワシ (Yowashi)","Water",NA,"Small Fry Pokémon","50%","50%",0.2,0.3,60,45,20,20,25,25,40,"Schooling",NA,NA,NA,"National Dex"
747,7,"Mareanie","ヒドイデ (Hidoide)","Poison","Water","Brutal Star Pokémon","50%","50%",0.4,8,190,50,53,62,43,52,45,"Merciless","Limber","Regenerator",NA,"LC"
748,7,"Toxapex","ドヒドイデ (Dohidoide)","Poison","Water","Brutal Star Pokémon","50%","50%",0.7,14.5,75,50,63,152,53,142,35,"Merciless","Limber","Regenerator",NA,"UU"
749,7,"Mudbray","ドロバンコ (Dorobanko)","Ground",NA,"Donkey Pokémon","50%","50%",1,110,190,70,100,70,45,55,45,"Own Tempo","Stamina","Inner Focus",NA,"LC"
750,7,"Mudsdale","バンバドロ (Banbadoro)","Ground",NA,"Draft Horse Pokémon","50%","50%",2.5,920,60,100,125,100,55,85,35,"Own Tempo","Stamina","Inner Focus",NA,"PU"
751,7,"Dewpider","シズクモ (Shizukumo)","Water","Bug","Water Bubble Pokémon","50%","50%",0.3,4,200,38,40,52,40,72,27,"Water Bubble",NA,"Water Absorb",NA,"LC"
752,7,"Araquanid","オニシズクモ (Onishizukumo)","Water","Bug","Water Bubble Pokémon","50%","50%",1.8,82,100,68,70,92,50,132,42,"Water Bubble",NA,"Water Absorb",NA,"NU"
753,7,"Fomantis","カリキリ (Karikiri)","Grass",NA,"Sickle Grass Pokémon","50%","50%",0.3,1.5,190,40,55,35,50,35,35,"Leaf Guard",NA,"Contrary",NA,"LC"
754,7,"Lurantis","ラランテス (Lalantes)","Grass",NA,"Bloom Sickle Pokémon","50%","50%",0.9,18.5,75,70,105,90,80,90,45,"Leaf Guard",NA,"Contrary",NA,"ZU"
755,7,"Morelull","ネマシュ (Nemasyu)","Grass","Fairy","Illuminating Pokémon","50%","50%",0.2,1.5,190,40,35,55,65,75,15,"Illuminate","Effect Spore","Rain Dish",NA,"National Dex"
756,7,"Shiinotic","マシェード (Mashade)","Grass","Fairy","Illuminating Pokémon","50%","50%",1,11.5,75,60,45,80,90,100,30,"Illuminate","Effect Spore","Rain Dish",NA,"National Dex"
757,7,"Salandit","ヤトウモリ (Yatoumori)","Poison","Fire","Toxic Lizard Pokémon","87.5%","12.5%",0.6,4.8,120,48,44,40,71,40,77,"Corrosion",NA,"Oblivious",NA,"LC"
758,7,"Salazzle","エンニュート (Ennewt)","Poison","Fire","Toxic Lizard Pokémon","0%","100%",1.2,22.2,45,68,64,60,111,60,117,"Corrosion",NA,"Oblivious",NA,"PU"
759,7,"Stufful","ヌイコグマ (Nuikoguma)","Normal","Fighting","Flailing Pokémon","50%","50%",0.5,6.8,140,70,75,50,45,50,50,"Fluffy","Klutz","Cute Charm",NA,"National Dex"
760,7,"Bewear","キテルグマ (Kiteruguma)","Normal","Fighting","Strong Arm Pokémon","50%","50%",2.1,135,70,120,125,80,55,60,60,"Fluffy","Klutz","Unnerve",NA,"National Dex"
761,7,"Bounsweet","アマカジ (Amakaji)","Grass",NA,"Fruit Pokémon","0%","100%",0.3,3.2,235,42,30,38,30,38,32,"Leaf Guard","Oblivious","Sweet Veil",NA,"LC"
762,7,"Steenee","アママイコ (Amamaiko)","Grass",NA,"Fruit Pokémon","0%","100%",0.7,8.2,120,52,40,48,40,48,62,"Leaf Guard","Oblivious","Sweet Veil",NA,"NFE"
763,7,"Tsareena","アマージョ (Amajo)","Grass",NA,"Fruit Pokémon","0%","100%",1.2,21.4,45,72,120,98,50,98,72,"Leaf Guard","Queenly Majesty","Sweet Veil",NA,"NU"
764,7,"Comfey","キュワワー (Cuwawa)","Fairy",NA,"Posy Picker Pokémon","25%","75%",0.1,0.3,60,51,52,90,82,110,100,"Flower Veil","Triage","Natural Cure",NA,"RUBL"
765,7,"Oranguru","ヤレユータン (Yareyuutan)","Normal","Psychic","Sage Pokémon","50%","50%",1.5,76,45,90,60,80,90,110,60,"Inner Focus","Telepathy","Symbiosis",NA,"ZU"
766,7,"Passimian","ナゲツケサル (Nagetukesaru)","Fighting",NA,"Teamwork Pokémon","50%","50%",2,82.8,45,100,120,90,40,60,80,"Receiver",NA,"Defiant",NA,"ZU"
767,7,"Wimpod","コソクムシ (Kosokumushi)","Bug","Water","Turn Tail Pokémon","50%","50%",0.5,12,90,25,35,40,20,30,80,"Wimp Out",NA,NA,NA,"National Dex"
768,7,"Golisopod","グソクムシャ (Gusokumusha)","Bug","Water","Hard Scale Pokémon","50%","50%",2,108,45,75,125,140,60,90,40,"Emergency Exit",NA,NA,NA,"National Dex"
769,7,"Sandygast","スナバァ (Sunaba)","Ghost","Ground","Sand Heap Pokémon","50%","50%",0.5,70,140,55,55,80,70,45,15,"Water Compaction",NA,"Sand Veil",NA,"LC"
770,7,"Palossand","シロデスナ (Sirodethna)","Ghost","Ground","Sand Castle Pokémon","50%","50%",1.3,250,60,85,75,110,100,75,35,"Water Compaction",NA,"Sand Veil",NA,"PU"
771,7,"Pyukumuku","ナマコブシ (Namakobushi)","Water",NA,"Sea Cucumber Pokémon","50%","50%",0.3,1.2,60,55,60,130,30,130,5,"Innards Out",NA,"Unaware",NA,"National Dex"
772,7,"Type: Null","タイプ：ヌル (Type: Null)","Normal",NA,"Synthetic Pokémon","","",1.9,120.5,3,95,95,95,95,95,59,"Battle Armor",NA,NA,NA,"National Dex"
773,7,"Silvally","シルヴァディ (Silvady)","Normal",NA,"Synthetic Pokémon","","",2.3,100.5,3,95,95,95,95,95,95,"RKS System",NA,NA,NA,"National Dex"
774,7,"Minior","メテノ (Meteno)","Rock","Flying","Meteor Pokémon","","",0.3,40,30,60,60,100,60,100,60,"Shields Down",NA,NA,NA,"ZU"
775,7,"Komala","ネッコアラ (Nekkoara)","Normal",NA,"Drowsing Pokémon","50%","50%",0.4,19.9,45,65,115,65,75,95,65,"Comatose",NA,NA,NA,"ZU"
776,7,"Turtonator","バクガメス (Bakugames)","Fire","Dragon","Blast Turtle Pokémon","50%","50%",2,212,70,60,78,135,91,85,36,"Shell Armor",NA,NA,NA,"National Dex"
777,7,"Togedemaru","トゲデマル (Togedemaru)","Electric","Steel","Roly-Poly Pokémon","50%","50%",0.3,3.3,180,65,98,63,40,73,96,"Iron Barbs","Lightning Rod","Sturdy",NA,"National Dex"
778,7,"Mimikyu","ミミッキュ (Mimikkyu)","Ghost","Fairy","Disguise Pokémon","50%","50%",0.2,0.7,45,55,90,80,50,105,96,"Disguise",NA,NA,NA,"RU"
779,7,"Bruxish","ハギギシリ (Hagigishiri)","Water","Psychic","Gnash Teeth Pokémon","50%","50%",0.9,19,80,68,105,70,70,70,92,"Dazzling","Strong Jaw","Wonder Skin",NA,"PU"
780,7,"Drampa","ジジーロン (Jijilong)","Normal","Dragon","Placid Pokémon","50%","50%",3,185,70,78,60,85,135,91,36,"Berserk","Sap Sipper","Cloud Nine",NA,"National Dex"
781,7,"Dhelmise","ダダリン (Dadarin)","Ghost","Grass","Sea Creeper Pokémon","","",3.9,210,25,70,131,100,86,90,40,"Steelworker",NA,NA,NA,"National Dex"
782,7,"Jangmo-o","ジャラコ (Jyarako)","Dragon",NA,"Scaly Pokémon","50%","50%",0.6,29.7,45,45,55,65,45,45,45,"Bulletproof","Soundproof","Overcoat",NA,"LC"
783,7,"Hakamo-o","ジャランゴ (Jyarango)","Dragon","Fighting","Scaly Pokémon","50%","50%",1.2,47,45,55,75,90,65,70,65,"Bulletproof","Soundproof","Overcoat",NA,"NFE"
784,7,"Kommo-o","ジャラランガ (Jyararanga)","Dragon","Fighting","Scaly Pokémon","50%","50%",1.6,78.2,45,75,110,125,100,105,85,"Bulletproof","Soundproof","Overcoat",NA,"UUBL"
785,7,"Tapu Koko","カプ・コケコ (Kapu-Kokeko)","Electric","Fairy","Land Spirit Pokémon","","",1.8,20.5,3,70,115,85,95,75,130,"Electric Surge",NA,"Telepathy",NA,"National Dex"
786,7,"Tapu Lele","カプ・テテフ (Kapu-Tetefu)","Psychic","Fairy","Land Spirit Pokémon","","",1.2,18.6,3,70,85,75,130,115,95,"Psychic Surge",NA,"Telepathy",NA,"National Dex"
787,7,"Tapu Bulu","カプ・ブルル (Kapu-Bulul)","Grass","Fairy","Land Spirit Pokémon","","",1.9,45.5,3,70,130,115,85,95,75,"Grassy Surge",NA,"Telepathy",NA,"National Dex"
788,7,"Tapu Fini","カプ・レヒレ (Kapu-Rehire)","Water","Fairy","Land Spirit Pokémon","","",1.3,21.2,3,70,75,115,95,130,85,"Misty Surge",NA,"Telepathy",NA,"National Dex"
789,7,"Cosmog","コスモッグ (Cosmog)","Psychic",NA,"Nebula Pokémon","","",0.2,0.1,45,43,29,31,29,31,37,"Unaware",NA,NA,NA,"LC"
790,7,"Cosmoem","コスモウム (Cosmovum)","Psychic",NA,"Protostar Pokémon","","",0.1,999.9,45,43,29,131,29,131,37,"Sturdy",NA,NA,NA,"NFE"
791,7,"Solgaleo","ソルガレオ (Solgaleo)","Psychic","Steel","Sunne Pokémon","","",3.4,230,45,137,137,107,113,89,97,"Full Metal Body",NA,NA,NA,"Uber"
792,7,"Lunala","ルナアーラ (Lunala)","Psychic","Ghost","Moone Pokémon","","",4,120,45,137,113,89,137,107,97,"Shadow Shield",NA,NA,NA,"Uber"
793,7,"Nihilego","ウツロイド (Uturoid)","Rock","Poison","Parasite Pokémon","","",1.2,55.5,45,109,53,47,127,131,103,"Beast Boost",NA,NA,NA,"National Dex"
794,7,"Buzzwole","マッシブーン (Massivoon)","Bug","Fighting","Swollen Pokémon","","",2.4,333.6,45,107,139,139,53,53,79,"Beast Boost",NA,NA,NA,"National Dex"
795,7,"Pheromosa","フェローチェ (Pheroache)","Bug","Fighting","Lissome Pokémon","","",1.8,25,45,71,137,37,137,37,151,"Beast Boost",NA,NA,NA,"National Dex"
796,7,"Xurkitree","デンジュモク (Denjyumoku)","Electric",NA,"Glowing Pokémon","","",3.8,100,45,83,89,71,173,71,83,"Beast Boost",NA,NA,NA,"National Dex"
797,7,"Celesteela","テッカグヤ (Tekkaguya)","Steel","Flying","Launch Pokémon","","",9.2,999.9,45,97,101,103,107,101,61,"Beast Boost",NA,NA,NA,"National Dex"
798,7,"Kartana","カミツルギ (Kamiturugi)","Grass","Steel","Drawn Sword Pokémon","","",0.3,0.1,45,59,181,131,59,31,109,"Beast Boost",NA,NA,NA,"National Dex"
799,7,"Guzzlord","アクジキング (Akuziking)","Dark","Dragon","Junkivore Pokémon","","",5.5,888,45,223,101,53,97,53,43,"Beast Boost",NA,NA,NA,"National Dex"
800,7,"Necrozma","ネクロズマ (Necrozma)","Psychic",NA,"Prism Pokémon","","",2.4,230,255,97,107,101,127,89,79,"Prism Armor",NA,NA,NA,"NUBL"
801,7,"Magearna","マギアナ (Magearna)","Steel","Fairy","Artificial Pokémon","","",1,80.5,3,80,95,115,130,115,65,"Soul-Heart",NA,NA,NA,"Uber"
802,7,"Marshadow","マーシャドー (Marshadow)","Fighting","Ghost","Gloomdweller Pokémon","","",0.7,22.2,3,90,125,80,90,90,125,"Technician",NA,NA,NA,"National Dex"
803,7,"Poipole","ベベノム (Bevenom)","Poison",NA,"Poison Pin Pokémon","","",0.6,1.8,45,67,73,67,73,67,73,"Beast Boost",NA,NA,NA,"National Dex"
804,7,"Naganadel","アーゴヨン (Agoyon)","Poison","Dragon","Poison Pin Pokémon","","",3.6,150,45,73,73,73,127,73,121,"Beast Boost",NA,NA,NA,"National Dex"
805,7,"Stakataka","ツンデツンデ (Tundetunde)","Rock","Steel","Rampart Pokémon","","",5.5,820,30,61,131,211,53,101,13,"Beast Boost",NA,NA,NA,"National Dex"
806,7,"Blacephalon","ズガドーン (Zugadoon)","Fire","Ghost","Fireworks Pokémon","","",1.8,13,30,53,127,53,151,79,107,"Beast Boost",NA,NA,NA,"National Dex"
807,7,"Zeraora","ゼラオラ (Zeraora)","Electric",NA,"Thunderclap Pokémon","","",1.5,44.5,3,88,112,75,102,80,143,"Volt Absorb",NA,NA,NA,"National Dex"
808,7,"Meltan","メルタン (Merutan)","Steel",NA,"Hex Nut Pokémon","","",0.2,8,3,46,65,65,55,35,34,"Magnet Pull",NA,NA,NA,"National Dex"
809,7,"Melmetal","メルメタル (Merumetaru)","Steel",NA,"Hex Nut Pokémon","","",2.5,800,3,135,143,143,80,65,34,"Iron Fist",NA,NA,NA,"National Dex"
810,8,"Grookey","サルノリ (Saru nori)","Grass",NA,"Chimp Pokémon","87.5%","12.5%",0.3,5,45,50,65,50,40,40,65,"Overgrow",NA,"Grassy Surge",NA,"LC"
811,8,"Thwackey","バチンキー (Bachinkī)","Grass",NA,"Beat Pokémon","87.5%","12.5%",0.7,14,45,70,85,70,55,60,80,"Overgrow",NA,"Grassy Surge",NA,"NFE"
812,8,"Rillaboom","ゴリランダー (Gorirandā)","Grass",NA,"Drummer Pokémon","87.5%","12.5%",2.1,90,45,100,125,90,60,70,85,"Overgrow",NA,"Grassy Surge",NA,"OU"
813,8,"Scorbunny","ヒバニー (Hibanī)","Fire",NA,"Rabbit Pokémon","87.5%","12.5%",0.3,4.5,45,50,71,40,40,40,69,"Blaze",NA,"Libero",NA,"LC"
814,8,"Raboot","ラビフット (Rabifutto)","Fire",NA,"Rabbit Pokémon","87.5%","12.5%",0.6,9,45,65,86,60,55,60,94,"Blaze",NA,"Libero",NA,"NFE"
815,8,"Cinderace","エースバーン (Ēsu bān)","Fire",NA,"Striker Pokémon","87.5%","12.5%",1.4,33,45,80,116,75,65,75,119,"Blaze",NA,"Libero",NA,"OU"
816,8,"Sobble","メッソン (Messon)","Water",NA,"Water Lizard Pokémon","87.5%","12.5%",0.3,4,45,50,40,40,70,40,70,"Torrent",NA,"Sniper",NA,"LC"
817,8,"Drizzile","ジメレオン (Jimereon)","Water",NA,"Water lizard Pokémon","87.5%","12.5%",0.7,11.5,45,65,60,55,95,55,90,"Torrent",NA,"Sniper",NA,"NFE"
818,8,"Inteleon","インテレオン (Intereon)","Water",NA,"Secret Agent Pokémon","87.5%","12.5%",1.9,45.2,45,70,85,65,125,65,120,"Torrent",NA,"Sniper",NA,"PUBL"
819,8,"Skwovet","ホシガリス (Hoshigarisu)","Normal",NA,"Cheeky Pokémon","50%","50%",0.3,2.5,255,70,55,55,35,35,25,"Cheek Pouch",NA,"Gluttony",NA,"LC"
820,8,"Greedent","ヨクバリス (Yokubarisu)","Normal",NA,"Greedy Pokémon","50%","50%",0.6,6,90,120,95,95,55,75,20,"Cheek Pouch",NA,"Gluttony",NA,"ZU"
821,8,"Rookidee","ココガラ (Kokogara)","Flying",NA,"Tiny Bird Pokémon","50%","50%",0.2,1.8,255,38,47,35,33,35,57,"Keen Eye","Unnerve","Big Pecks",NA,"LC"
822,8,"Corvisquire","アオガラス (Aogarasu)","Flying",NA,"Raven Pokémon","50%","50%",0.8,16,120,68,67,55,43,55,77,"Keen Eye","Unnerve","Big Pecks",NA,"NFE"
823,8,"Corviknight","アーマーガア (Āmāgā)","Flying","Steel","Raven Pokémon","50%","50%",2.2,75,45,98,87,105,53,85,67,"Pressure","Unnerve","Mirror Armor",NA,"OU"
824,8,"Blipbug","サッチムシ (Sacchimushi)","Bug",NA,"Larva Pokémon","50%","50%",0.4,8,255,25,20,20,25,45,45,"Swarm","Compound Eyes","Telepathy",NA,"National Dex"
825,8,"Dottler","レドームシ (Redōmushi)","Bug","Psychic","Radome Pokémon","50%","50%",0.4,19.5,120,50,35,80,50,90,30,"Swarm","Compound Eyes","Telepathy",NA,"National Dex"
826,8,"Orbeetle","イオルブ (Iorubu)","Bug","Psychic","Seven Spot Pokémon","50%","50%",0.4,40.8,45,60,45,110,80,120,90,"Swarm","Frisk","Telepathy",NA,"National Dex"
827,8,"Nickit","クスネ (Kusune)","Dark",NA,"Fox Pokémon","50%","50%",0.6,8.9,255,40,28,28,47,52,50,"Run Away","Unburden","Stakeout",NA,"National Dex"
828,8,"Thievul","フォクスライ (Fokusurai)","Dark",NA,"Fox Pokémon","50%","50%",1.2,19.9,127,70,58,58,87,92,90,"Run Away","Unburden","Stakeout",NA,"National Dex"
829,8,"Gossifleur","ヒメンカ (Himenka)","Grass",NA,"Flowering Pokémon","50%","50%",0.4,2.2,190,40,40,60,40,60,10,"Cotton Down","Regenerator","Effect Spore",NA,"National Dex"
830,8,"Eldegoss","ワタシラガ (Watashiraga)","Grass",NA,"Cotton Bloom Pokémon","50%","50%",0.5,2.5,75,60,50,90,80,120,60,"Cotton Down","Regenerator","Effect Spore",NA,"National Dex"
831,8,"Wooloo","ウールー (Ū rū)","Normal",NA,"Sheep Pokémon","50%","50%",0.6,6,255,42,40,55,40,45,48,"Fluffy","Run Away","Bulletproof",NA,"National Dex"
832,8,"Dubwool","バイウールー (Baiūrū)","Normal",NA,"Sheep Pokémon","50%","50%",1.3,43,127,72,80,100,60,90,88,"Fluffy","Steadfast","Bulletproof",NA,"National Dex"
833,8,"Chewtle","カムカメ (Kamu kame)","Water",NA,"Snapping Pokémon","50%","50%",0.3,8.5,255,50,64,50,38,38,44,"Strong Jaw","Shell Armor","Swift Swim",NA,"LC"
834,8,"Drednaw","カジリガメ (Kajirigame)","Water","Rock","Bite Pokémon","50%","50%",1,115.5,75,90,115,90,48,68,74,"Strong Jaw","Shell Armor","Swift Swim",NA,"PUBL"
835,8,"Yamper","ワンパチ (Wanpachi)","Electric",NA,"Puppy Pokémon","50%","50%",0.3,13.5,255,59,45,50,40,50,26,"Ball Fetch",NA,"Rattled",NA,"National Dex"
836,8,"Boltund","パルスワン (Paru suwan)","Electric",NA,"Dog Pokémon","50%","50%",1,34,45,69,90,60,90,60,121,"Strong Jaw",NA,"Competitive",NA,"National Dex"
837,8,"Rolycoly","タンドン (Tan don)","Rock",NA,"Coal Pokémon","50%","50%",0.3,12,255,30,40,50,40,50,30,"Steam Engine","Heatproof","Flash Fire",NA,"LC"
838,8,"Carkol","トロッゴン (Toroggon)","Rock","Fire","Coal Pokémon","50%","50%",1.1,78,120,80,60,90,60,70,50,"Steam Engine","Flame Body","Flash Fire",NA,"NFE"
839,8,"Coalossal","セキタンザン (Sekitanzan)","Rock","Fire","Coal Pokémon","50%","50%",2.8,310.5,45,110,80,120,80,90,30,"Steam Engine","Flame Body","Flash Fire",NA,"PU"
840,8,"Applin","カジッチュ (Kajicchu)","Grass","Dragon","Apple Core Pokémon","50%","50%",0.2,0.5,255,40,40,80,40,40,20,"Ripen","Gluttony","Bulletproof",NA,"LC"
841,8,"Flapple","アップリュー (Appuryū)","Grass","Dragon","Apple Wing Pokémon","50%","50%",0.3,1,45,70,110,80,95,60,70,"Ripen","Gluttony","Hustle",NA,"ZU"
842,8,"Appletun","タルップル (Taruppuru)","Grass","Dragon","Apple Nectar Pokémon","50%","50%",0.4,13,45,110,85,80,100,80,30,"Ripen","Gluttony","Thick Fat",NA,"ZU"
843,8,"Silicobra","スナヘビ (Sunahebi)","Ground",NA,"Sand Snake Pokémon","50%","50%",2.2,7.6,255,52,57,75,35,50,46,"Sand Spit","Shed Skin","Sand Veil",NA,"LC"
844,8,"Sandaconda","サダイジャ (Sadaija)","Ground",NA,"Sand Snake Pokémon","50%","50%",3.8,65.5,120,72,107,125,65,70,71,"Sand Spit","Shed Skin","Sand Veil",NA,"ZU"
845,8,"Cramorant","ウッウ (Ūu)","Flying","Water","Gulp Pokémon","50%","50%",0.8,18,45,70,85,55,85,95,85,"Gulp Missile",NA,NA,NA,"PU"
846,8,"Arrokuda","サシカマス (Sashi kamasu)","Water",NA,"Rush Pokémon","50%","50%",0.5,1,255,41,63,40,40,30,66,"Swift Swim",NA,"Propeller Tail",NA,"LC"
847,8,"Barraskewda","カマスジョー (Kamasu jō)","Water",NA,"Skewer Pokémon","50%","50%",1.3,30,60,61,123,60,60,50,136,"Swift Swim",NA,"Propeller Tail",NA,"NU"
848,8,"Toxel","エレズン (Erezun)","Electric","Poison","Baby Pokémon","50%","50%",0.4,11,75,40,38,35,54,35,40,"Rattled","Static","Klutz",NA,"LC"
849,8,"Toxtricity","ストリンダー (Sutorindā)","Electric","Poison","Punk Pokémon","50%","50%",1.6,40,45,75,98,70,114,70,75,"Punk Rock","Plus","Technician",NA,"NU"
850,8,"Sizzlipede","ヤクデ (Yaku de)","Fire","Bug","Radiator Pokémon","50%","50%",0.7,1,190,50,65,45,50,50,45,"Flash Fire","White Smoke","Flame Body",NA,"National Dex"
851,8,"Centiskorch","マルヤクデ (Maruyakude)","Fire","Bug","Radiator Pokémon","50%","50%",3,120,75,100,115,65,90,90,65,"Flash Fire","White Smoke","Flame Body",NA,"National Dex"
852,8,"Clobbopus","タタッコ (Tatakko)","Fighting",NA,"Tantrum Pokémon","50%","50%",0.6,4,180,50,68,60,50,50,32,"Limber",NA,"Technician",NA,"National Dex"
853,8,"Grapploct","オトスパス (Otosupasu)","Fighting",NA,"Tantrum Pokémon","50%","50%",1.6,39,45,80,118,90,70,80,42,"Limber",NA,"Technician",NA,"National Dex"
854,8,"Sinistea","ヤバチャ (Yabacha)","Ghost",NA,"Black Tea Pokémon","","",0.1,0.2,120,40,45,45,74,54,50,"Weak Armor",NA,"Cursed Body",NA,"LC"
855,8,"Polteageist","ポットデス (Pottodesu)","Ghost",NA,"Black Tea Pokémon","","",0.2,0.4,60,60,65,65,134,114,70,"Weak Armor",NA,"Cursed Body",NA,"UUBL"
